etablissement,type,lieu,latitude,longitude,xmin,ymin,xmax,ymax
L'AMIRAL,Restauration de type rapide,Stade de France,48.936995,2.358772,2.341052,48.91103,2.379522,48.937732
CASE CREOLE,Restauration traditionnelle,Stade de France,48.930675,2.353909,2.341052,48.91103,2.379522,48.937732
AMREST OPCO SAS,Restauration de type rapide,Stade de France,48.936219,2.355787,2.341052,48.91103,2.379522,48.937732
BAHDJA,Restauration de type rapide,Stade de France,48.93032,2.356885,2.341052,48.91103,2.379522,48.937732
TIZI RACHED,Débits de boissons,Stade de France,48.935597,2.358306,2.341052,48.91103,2.379522,48.937732
TEMO,Restauration de type rapide,Stade de France,48.930678,2.356497,2.341052,48.91103,2.379522,48.937732
SHAHEEN,Restauration de type rapide,Stade de France,48.933681,2.355632,2.341052,48.91103,2.379522,48.937732
HINATA,Restauration traditionnelle,Stade de France,48.925494,2.363727,2.341052,48.91103,2.379522,48.937732
FOOD SQUARE,Restauration de type rapide,Stade de France,48.930631,2.356389,2.341052,48.91103,2.379522,48.937732
ROYAL,Restauration de type rapide,Stade de France,48.932261,2.353912,2.341052,48.91103,2.379522,48.937732
ON FAIT TA CREPE,Restauration traditionnelle,Stade de France,48.93026,2.355641,2.341052,48.91103,2.379522,48.937732
ARM,Restauration de type rapide,Stade de France,48.934947,2.35806,2.341052,48.91103,2.379522,48.937732
L'ESCALE,Restauration de type rapide,Stade de France,48.930755,2.356661,2.341052,48.91103,2.379522,48.937732
L'ESCALE,Restauration de type rapide,Stade de France,48.925896,2.363588,2.341052,48.91103,2.379522,48.937732
CASA DI MAMA,Restauration traditionnelle,Stade de France,48.925186,2.364476,2.341052,48.91103,2.379522,48.937732
PIZZA MIRABELLA,Débits de boissons,Stade de France,48.93081,2.354307,2.341052,48.91103,2.379522,48.937732
O'GRAND BRETON,Restauration traditionnelle,Stade de France,48.93387,2.357863,2.341052,48.91103,2.379522,48.937732
O'STADE,Restauration de type rapide,Stade de France,48.930125,2.355331,2.341052,48.91103,2.379522,48.937732
LITTLE B,Restauration de type rapide,Stade de France,48.932689,2.357521,2.341052,48.91103,2.379522,48.937732
RESTAURANT SUZANNE & ANAEL,Restauration de type rapide,Stade de France,48.936755,2.354777,2.341052,48.91103,2.379522,48.937732
CHICKEN BURGERS,Restauration de type rapide,Stade de France,48.936671,2.359271,2.341052,48.91103,2.379522,48.937732
SABER OTHMENI,Restauration de type rapide,Stade de France,48.933806,2.367087,2.341052,48.91103,2.379522,48.937732
THE AU JARDIN,Restauration de type rapide,Stade de France,48.933081,2.357324,2.341052,48.91103,2.379522,48.937732
CHEZ NOUS,Restauration traditionnelle,Stade de France,48.932598,2.355699,2.341052,48.91103,2.379522,48.937732
O'BOIS,Restauration de type rapide,Stade de France,48.934132,2.356283,2.341052,48.91103,2.379522,48.937732
B S,Débits de boissons,Stade de France,48.931268,2.354127,2.341052,48.91103,2.379522,48.937732
SINGHA SOCIETE,Restauration traditionnelle,Stade de France,48.92555,2.369234,2.341052,48.91103,2.379522,48.937732
GRILL ALI BABA,Restauration de type rapide,Stade de France,48.936353,2.350591,2.341052,48.91103,2.379522,48.937732
KIN THAI SAINT DENIS,Restauration de type rapide,Stade de France,48.931142,2.353831,2.341052,48.91103,2.379522,48.937732
LES BONS VIVANTS II,Débits de boissons,Stade de France,48.924464,2.346385,2.341052,48.91103,2.379522,48.937732
BOUYAGUI,Restauration de type rapide,Stade de France,48.935114,2.34885,2.341052,48.91103,2.379522,48.937732
JEYAM BAR BRASSERIE,Débits de boissons,Stade de France,48.928438,2.362811,2.341052,48.91103,2.379522,48.937732
TCHIMY,Restauration traditionnelle,Stade de France,48.924162,2.362631,2.341052,48.91103,2.379522,48.937732
NEW FAST FOOD,Restauration de type rapide,Stade de France,48.925186,2.364476,2.341052,48.91103,2.379522,48.937732
CURRY HOUSE,Restauration traditionnelle,Stade de France,48.932411,2.355615,2.341052,48.91103,2.379522,48.937732
LA CENTRAFRICAINE (RESTAURATION EXOTIQUE),Restauration traditionnelle,Stade de France,48.93514,2.356175,2.341052,48.91103,2.379522,48.937732
LE CAFE DE FRANCE,Débits de boissons,Stade de France,48.936671,2.359401,2.341052,48.91103,2.379522,48.937732
AK-EL,Restauration de type rapide,Stade de France,48.936047,2.356124,2.341052,48.91103,2.379522,48.937732
TIYOU,Restauration de type rapide,Stade de France,48.928492,2.365136,2.341052,48.91103,2.379522,48.937732
ZIKIL,Débits de boissons,Stade de France,48.936326,2.357251,2.341052,48.91103,2.379522,48.937732
LA DAME LEGIONNAIRE,Restauration traditionnelle,Stade de France,48.935117,2.357827,2.341052,48.91103,2.379522,48.937732
MGM SERVICES,Restauration de type rapide,Stade de France,48.930292,2.356183,2.341052,48.91103,2.379522,48.937732
MAMAMIA,Restauration de type rapide,Stade de France,48.931161,2.354286,2.341052,48.91103,2.379522,48.937732
BIG FOOD,Restauration de type rapide,Stade de France,48.932252,2.365576,2.341052,48.91103,2.379522,48.937732
JS CAFE,Restauration traditionnelle,Stade de France,48.934973,2.349904,2.341052,48.91103,2.379522,48.937732
LE FONTENOY,Débits de boissons,Stade de France,48.93227,2.352008,2.341052,48.91103,2.379522,48.937732
KABIR,Restauration de type rapide,Stade de France,48.936516,2.360098,2.341052,48.91103,2.379522,48.937732
AU 11,Restauration traditionnelle,Stade de France,48.931466,2.355985,2.341052,48.91103,2.379522,48.937732
COTE CANAL,Débits de boissons,Stade de France,48.932479,2.348655,2.341052,48.91103,2.379522,48.937732
AU BERCAIL,Débits de boissons,Stade de France,48.926524,2.341935,2.341052,48.91103,2.379522,48.937732
DJERITE DIBI,Restauration de type rapide,Stade de France,48.932955,2.351107,2.341052,48.91103,2.379522,48.937732
BALKANS FOOD,Restauration de type rapide,Stade de France,48.92767,2.365379,2.341052,48.91103,2.379522,48.937732
L J M,Restauration de type rapide,Stade de France,48.934988,2.348533,2.341052,48.91103,2.379522,48.937732
FOODYN,Restauration traditionnelle,Stade de France,48.925186,2.364476,2.341052,48.91103,2.379522,48.937732
SHAM & NAZ,Restauration traditionnelle,Stade de France,48.928246,2.365892,2.341052,48.91103,2.379522,48.937732
AXELLE GIBRIN,Restauration traditionnelle,Stade de France,48.927084,2.341413,2.341052,48.91103,2.379522,48.937732
RAYHAN,Restauration de type rapide,Stade de France,48.936516,2.360098,2.341052,48.91103,2.379522,48.937732
SHARAF,Restauration de type rapide,Stade de France,48.936516,2.360098,2.341052,48.91103,2.379522,48.937732
OSCAR PALACE,Restauration traditionnelle,Stade de France,48.922994,2.37087,2.341052,48.91103,2.379522,48.937732
MAXIN CHICKEN,Restauration de type rapide,Stade de France,48.934688,2.355804,2.341052,48.91103,2.379522,48.937732
MOMY RESTO,Restauration traditionnelle,Stade de France,48.932955,2.351107,2.341052,48.91103,2.379522,48.937732
RANCH BRASSERIE,Restauration de type rapide,Stade de France,48.931223,2.356322,2.341052,48.91103,2.379522,48.937732
LES BARIZ,Débits de boissons,Stade de France,48.925156,2.349879,2.341052,48.91103,2.379522,48.937732
THE FIRST,Restauration de type rapide,Stade de France,48.932588,2.355902,2.341052,48.91103,2.379522,48.937732
REV,Restauration de type rapide,Stade de France,48.935975,2.360469,2.341052,48.91103,2.379522,48.937732
TAHA,Restauration de type rapide,Stade de France,48.935675,2.368033,2.341052,48.91103,2.379522,48.937732
TAZA BAS,Restauration traditionnelle,Stade de France,48.936213,2.362509,2.341052,48.91103,2.379522,48.937732
BON GRILL D'AFRIQUE,Restauration de type rapide,Stade de France,48.937732,2.362104,2.341052,48.91103,2.379522,48.937732
WIN TEAM SEVEN,Restauration traditionnelle,Stade de France,48.936793,2.352494,2.341052,48.91103,2.379522,48.937732
FNT,Restauration de type rapide,Stade de France,48.93568,2.355924,2.341052,48.91103,2.379522,48.937732
CHEZ L'ANCIEN,Restauration de type rapide,Stade de France,48.932124,2.353791,2.341052,48.91103,2.379522,48.937732
FRBD,Restauration traditionnelle,Stade de France,48.930413,2.362799,2.341052,48.91103,2.379522,48.937732
ANDREA 6,Restauration traditionnelle,Stade de France,48.929703,2.342201,2.341052,48.91103,2.379522,48.937732
RADJ,Débits de boissons,Stade de France,48.935117,2.357827,2.341052,48.91103,2.379522,48.937732
AUX GRILLADES DE SAINT DENIS,Restauration traditionnelle,Stade de France,48.934845,2.355982,2.341052,48.91103,2.379522,48.937732
A LA LOUCHE,Restauration de type rapide,Stade de France,48.934019,2.3563,2.341052,48.91103,2.379522,48.937732
LEEPEEDEE,Restauration de type rapide,Stade de France,48.925324,2.366745,2.341052,48.91103,2.379522,48.937732
MARGUERITE CHARLIE,Restauration traditionnelle,Stade de France,48.934214,2.356381,2.341052,48.91103,2.379522,48.937732
ANIKA,Restauration traditionnelle,Stade de France,48.931036,2.356417,2.341052,48.91103,2.379522,48.937732
MASL,Restauration de type rapide,Stade de France,48.931948,2.35311,2.341052,48.91103,2.379522,48.937732
LA ROSE DE MERIEM,Restauration traditionnelle,Stade de France,48.932376,2.354774,2.341052,48.91103,2.379522,48.937732
PAD NIGHT,Restauration de type rapide,Stade de France,48.931927,2.367328,2.341052,48.91103,2.379522,48.937732
LA BRASSERIE FRANCAISE,Restauration traditionnelle,Stade de France,48.933836,2.356049,2.341052,48.91103,2.379522,48.937732
ORIENTAL FOOD,Restauration traditionnelle,Stade de France,48.933201,2.355626,2.341052,48.91103,2.379522,48.937732
STREET FOOD 2024,Restauration de type rapide,Stade de France,48.923169,2.342674,2.341052,48.91103,2.379522,48.937732
BSY,Restauration de type rapide,Stade de France,48.932046,2.35368,2.341052,48.91103,2.379522,48.937732
FRESH BREAK,Restauration de type rapide,Stade de France,48.926028,2.342082,2.341052,48.91103,2.379522,48.937732
MONKEY SAINT-DENIS,Restauration de type rapide,Stade de France,48.934714,2.355966,2.341052,48.91103,2.379522,48.937732
LYNA,Débits de boissons,Stade de France,48.933512,2.355569,2.341052,48.91103,2.379522,48.937732
NEW MARAHJA,Restauration de type rapide,Stade de France,48.925186,2.364476,2.341052,48.91103,2.379522,48.937732
SAS CHAHINE,Restauration de type rapide,Stade de France,48.935833,2.349957,2.341052,48.91103,2.379522,48.937732
MAI FOOD,Restauration de type rapide,Stade de France,48.937305,2.359793,2.341052,48.91103,2.379522,48.937732
YAKINE,Restauration de type rapide,Stade de France,48.927754,2.363514,2.341052,48.91103,2.379522,48.937732
BIG TIME,Restauration de type rapide,Stade de France,48.933681,2.355632,2.341052,48.91103,2.379522,48.937732
LE BALCON,Restauration traditionnelle,Stade de France,48.932532,2.366499,2.341052,48.91103,2.379522,48.937732
STR'EAT FOOD,Restauration de type rapide,Stade de France,48.926726,2.36585,2.341052,48.91103,2.379522,48.937732
ETOILE 68,Débits de boissons,Stade de France,48.935334,2.356039,2.341052,48.91103,2.379522,48.937732
PB SAINT DENIS 93,Restauration traditionnelle,Stade de France,48.932982,2.35559,2.341052,48.91103,2.379522,48.937732
LE DRIVE,Restauration de type rapide,Stade de France,48.927168,2.364862,2.341052,48.91103,2.379522,48.937732
Z FOOD,Restauration de type rapide,Stade de France,48.934335,2.353599,2.341052,48.91103,2.379522,48.937732
ABD SERVICE,Restauration traditionnelle,Stade de France,48.93515,2.356471,2.341052,48.91103,2.379522,48.937732
BISTRO BASILIK,Restauration de type rapide,Stade de France,48.936995,2.358772,2.341052,48.91103,2.379522,48.937732
SOSOTE,Restauration de type rapide,Stade de France,48.933963,2.367135,2.341052,48.91103,2.379522,48.937732
DEEPSEA,Restauration de type rapide,Stade de France,48.933245,2.350746,2.341052,48.91103,2.379522,48.937732
LA BRASSERIE FR,Restauration traditionnelle,Stade de France,48.933836,2.356049,2.341052,48.91103,2.379522,48.937732
LA FINALE,Restauration traditionnelle,Stade de France,48.93026,2.355641,2.341052,48.91103,2.379522,48.937732
MLD SERVICE,Restauration traditionnelle,Stade de France,48.935125,2.356324,2.341052,48.91103,2.379522,48.937732
RESTAURATION,Restauration traditionnelle,Stade de France,48.931569,2.350917,2.341052,48.91103,2.379522,48.937732
BK FOOD,Restauration de type rapide,Stade de France,48.93387,2.350409,2.341052,48.91103,2.379522,48.937732
CASA ORZA,Restauration traditionnelle,Stade de France,48.929703,2.342201,2.341052,48.91103,2.379522,48.937732
DIADIE,Restauration traditionnelle,Stade de France,48.931096,2.358704,2.341052,48.91103,2.379522,48.937732
COSTA SERVICE,Restauration traditionnelle,Stade de France,48.926636,2.357259,2.341052,48.91103,2.379522,48.937732
BOUN,Restauration traditionnelle,Stade de France,48.931789,2.356054,2.341052,48.91103,2.379522,48.937732
GROUPE YANGA INVESTISSEMENT,Restauration de type rapide,Stade de France,48.930678,2.356497,2.341052,48.91103,2.379522,48.937732
TOKYO AVENUE,Restauration traditionnelle,Stade de France,48.931161,2.354286,2.341052,48.91103,2.379522,48.937732
AU BON COIN,Débits de boissons,Stade de France,48.935658,2.357515,2.341052,48.91103,2.379522,48.937732
MGREED,Restauration de type rapide,Stade de France,48.936161,2.36465,2.341052,48.91103,2.379522,48.937732
DIDI,Restauration de type rapide,Stade de France,48.936051,2.36202,2.341052,48.91103,2.379522,48.937732
M.M,Restauration de type rapide,Stade de France,48.927884,2.363322,2.341052,48.91103,2.379522,48.937732
SOUS LA CANOPEE,Restauration de type rapide,Stade de France,48.926681,2.342004,2.341052,48.91103,2.379522,48.937732
BIG FOOD COMPANY,Restauration de type rapide,Stade de France,48.93105,2.357271,2.341052,48.91103,2.379522,48.937732
SODEYL INVESTISMENTS ET PARTNERS,Débits de boissons,Stade de France,48.935143,2.357913,2.341052,48.91103,2.379522,48.937732
LOUNICI SRV,Restauration traditionnelle,Stade de France,48.935125,2.356324,2.341052,48.91103,2.379522,48.937732
MASHFI,Restauration de type rapide,Stade de France,48.936671,2.359271,2.341052,48.91103,2.379522,48.937732
MAISON DES SAVEURS,Restauration traditionnelle,Stade de France,48.928246,2.365892,2.341052,48.91103,2.379522,48.937732
MY HOUSE,Restauration de type rapide,Stade de France,48.925186,2.364476,2.341052,48.91103,2.379522,48.937732
RESTAURANT CHEZ SUZANNE,Restauration de type rapide,Stade de France,48.936755,2.354777,2.341052,48.91103,2.379522,48.937732
KONTE,Restauration de type rapide,Stade de France,48.933593,2.373322,2.341052,48.91103,2.379522,48.937732
MER SEA NOMADE,Restauration de type rapide,Stade de France,48.923915,2.373595,2.341052,48.91103,2.379522,48.937732
SERARE,Restauration traditionnelle,Stade de France,48.918424,2.359013,2.341052,48.91103,2.379522,48.937732
RESTAURANT LA BELLE EPOQUE,Restauration traditionnelle,Stade de France,48.9155,2.362169,2.341052,48.91103,2.379522,48.937732
L'AVENIR,Restauration traditionnelle,Stade de France,48.916096,2.358494,2.341052,48.91103,2.379522,48.937732
LE CHURRASCO,Restauration traditionnelle,Stade de France,48.919538,2.343384,2.341052,48.91103,2.379522,48.937732
PARIS - TLEMCEN,Restauration traditionnelle,Stade de France,48.91238,2.358409,2.341052,48.91103,2.379522,48.937732
PANDA EXPRESS,Restauration traditionnelle,Stade de France,48.919532,2.344097,2.341052,48.91103,2.379522,48.937732
ST2R,Restauration de type rapide,Stade de France,48.921193,2.362862,2.341052,48.91103,2.379522,48.937732
LE CAFE JULES,Restauration traditionnelle,Stade de France,48.919269,2.362828,2.341052,48.91103,2.379522,48.937732
HSM,Restauration traditionnelle,Stade de France,48.921812,2.343547,2.341052,48.91103,2.379522,48.937732
SARL CAFGARE,Restauration traditionnelle,Stade de France,48.916189,2.358098,2.341052,48.91103,2.379522,48.937732
LE CAPPADOCE,Restauration de type rapide,Stade de France,48.911589,2.358467,2.341052,48.91103,2.379522,48.937732
SOUNDOUSS,Restauration traditionnelle,Stade de France,48.912507,2.358394,2.341052,48.91103,2.379522,48.937732
LE MADRIGAL,Restauration traditionnelle,Stade de France,48.915307,2.36643,2.341052,48.91103,2.379522,48.937732
PIZZA LE STADE,Restauration de type rapide,Stade de France,48.917109,2.35716,2.341052,48.91103,2.379522,48.937732
COMME CHEZ VOUS,Restauration traditionnelle,Stade de France,48.917254,2.358012,2.341052,48.91103,2.379522,48.937732
COMME CHEZ VOUS,Restauration traditionnelle,Stade de France,48.916415,2.357208,2.341052,48.91103,2.379522,48.937732
J.M.C.,Restauration de type rapide,Stade de France,48.919269,2.362828,2.341052,48.91103,2.379522,48.937732
LARA RESTAURATION,Restauration de type rapide,Stade de France,48.9187,2.354602,2.341052,48.91103,2.379522,48.937732
SARL B.B.G.J.,Restauration traditionnelle,Stade de France,48.921576,2.361556,2.341052,48.91103,2.379522,48.937732
LA MAISON DE PERLE,Restauration traditionnelle,Stade de France,48.917393,2.352481,2.341052,48.91103,2.379522,48.937732
MURAT,Restauration de type rapide,Stade de France,48.919538,2.343384,2.341052,48.91103,2.379522,48.937732
LES DELICES,Restauration traditionnelle,Stade de France,48.918054,2.356092,2.341052,48.91103,2.379522,48.937732
CHIRY,Restauration de type rapide,Stade de France,48.915349,2.364045,2.341052,48.91103,2.379522,48.937732
ADRIENNE DE LA PLAINE,Restauration traditionnelle,Stade de France,48.91286,2.360745,2.341052,48.91103,2.379522,48.937732
CAFE DE FRANCE,Restauration traditionnelle,Stade de France,48.915004,2.358205,2.341052,48.91103,2.379522,48.937732
M.K,Restauration traditionnelle,Stade de France,48.913129,2.357465,2.341052,48.91103,2.379522,48.937732
DOYUM,Restauration de type rapide,Stade de France,48.915135,2.358195,2.341052,48.91103,2.379522,48.937732
